conference,session,sent_time_sec,center_time_sec,burst_id,speaker,sentence,annotations,kw_decision,kw_assign,kw_summarize,kw_agree,decision_any,m_cut,delta_to_center
2021_06_11_SLU_S9,2021_06_11_SLU_S9,891.0,872.0,2021_06_11_SLU_S9_B1,Lisa Kaltenegger,what,"{'encourage particpatioin': 'Lisa is encouraging someone to participate by saying ""what"", which is likely a prompt for someone to speak.'}",False,False,False,False,False,3,19.0
2021_06_11_SLU_S9,2021_06_11_SLU_S9,891.0,872.0,2021_06_11_SLU_S9_B1,Lisa Kaltenegger,is,[{'None': 'No code applies to this utterance as it is an incomplete sentence.'}],False,False,False,False,False,3,19.0
2021_06_11_SLU_S9,2021_06_11_SLU_S9,891.0,872.0,2021_06_11_SLU_S9_B1,Lisa Kaltenegger,your,{'encourage particpatioin': 'Lisa is encouraging someone to participate in the discussion by calling on them.'},False,False,False,False,False,3,19.0
2021_06_11_SLU_S9,2021_06_11_SLU_S9,891.0,872.0,2021_06_11_SLU_S9_B1,Lisa Kaltenegger,uh,"[{'encourage particpatioin': 'Lisa is encouraging Noah to participate in the discussion, as she is prompting him to speak.'}]",False,False,False,False,False,3,19.0
2021_06_11_SLU_S9,2021_06_11_SLU_S9,891.0,872.0,2021_06_11_SLU_S9_B1,Lisa Kaltenegger,your,"{'None': 'This utterance is incomplete and does not express a complete thought or action, so no code applies.'}",False,False,False,False,False,3,19.0
2021_06_11_SLU_S9,2021_06_11_SLU_S9,891.0,872.0,2021_06_11_SLU_S9_B1,Lisa Kaltenegger,input,"{'encourage particpatioin': 'Lisa is encouraging Noah to participate in the discussion, as he has just joined the conversation after being late.'}",False,False,False,False,False,3,19.0
2021_06_11_SLU_S9,2021_06_11_SLU_S9,891.0,872.0,2021_06_11_SLU_S9_B1,Noah Planavsky,Um I mean I think it would be tough to to to I think it would be tough to say conclusively that you do have a a lava world or not from an atmospheric signature. But I think the idea of course if you have a molten world that your volatile load is going to be in your in your atmosphere some of of whatever portions we retained at least is is totally is totally fair.,"[{'reject idea': 'Noah expresses doubt about conclusively identifying a lava world based solely on its atmospheric signature, rejecting the idea that it is easy to do.', 'expand on existing idea': 'Noah builds on the discussion about lava worlds by stating that if a world is molten, the volatile load will be present in the atmosphere, expanding on the idea of studying lava worlds.'}]",False,False,False,False,False,3,19.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,872.0,887.0,2021_09_30_MZT_S2_B1,Guillaume Bastille-Rousseau,model.,[{'None': 'No code applies to this utterance.'}],False,False,False,False,False,3,-15.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,872.0,887.0,2021_09_30_MZT_S2_B1,Guillaume Bastille-Rousseau,model you're talking about species are like virus specific or is that like could it be do you think it's feasible to have that multi species.,"{'ask clarifying question': ""Guillaume asks whether the model being discussed is species or virus-specific, seeking clarification on the model's scope after previous discussion about modeling approaches.""}",False,False,False,False,False,3,-15.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,876.0,887.0,2021_09_30_MZT_S2_B1,Lauren Charles,"You know, just thinking about say a mechanistic model, right? If we had the ideal movement data, then you add in the disease on top of it, we could potentially more accurately understand what is going to happen actually happen when a disease gets introduced.","{'expand on existing idea': 'Lauren is building on the previous discussion about movement data and its relevance to disease, adding that with ideal movement data and a disease model, we could more accurately understand disease introduction.', 'provide supporting evidence': 'Lauren is providing a reason why having the perfect data set would be useful, suggesting that it would allow for more accurate understanding of disease introduction using a mechanistic model.'}",False,False,False,False,False,3,-11.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,883.0,887.0,2021_09_30_MZT_S2_B1,Liliana Salvador,"And I would Sorry, Avery, go ahead, go ahead.","[{'encourage participation': 'Liliana encourages Avery to speak, inviting her to contribute to the conversation.'}]",False,False,False,False,False,3,-4.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,885.0,887.0,2021_09_30_MZT_S2_B1,Lauren Charles,"Um, it will also help us understand control measures that could be used and put in place if we, you know, see hot areas of where, um, you know, there's a lot of interface between humans and animals or the high risk animals, um, I think that would be important as well as, um, say understanding I think we would also need to know, um, have some sort of surveillance and understanding of what the disease is the the relative amount in those populations, um, in addition to, you know, the normal disease parameters.","[{'expand on existing idea': 'Lauren is expanding on the discussion about the ideal movement data and its potential uses, building on her previous statement about mechanistic models by adding that it can help understand control measures.'}, {'provide supporting evidence': 'Lauren provides supporting evidence for the usefulness of ideal movement data by stating that it can help understand control measures in areas with high human-animal interface and high-risk animals.'}]",False,False,False,False,False,3,-2.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,886.0,887.0,2021_09_30_MZT_S2_B1,Lauren Charles,"Um so what kind of species? The pathogen species or the sorry. Yeah, I mean host or pathogen or both. So I think the host it's possible. Um I I've shown that in some things. I think with the pathogen because of all of the different transmissions, I don't think one model I I don't know. I I've been working in like classes of pathogens and building models for that because some of them require so many different species and so many different um, you know, environmental factors and climate factors it's I don't know. I think it's good to categorize things but I'm not a fan of a one all solution for everything because I don't I don't think that's possible.","[{'explain or define term or concept': 'Lauren is clarifying what kind of species Guillaume is asking about, specifying whether he means the pathogen species or the host species, to ensure they are on the same page.', 'expand on existing idea': 'Lauren expands on the feasibility of modeling different species, suggesting that modeling the host species is possible, but modeling the pathogen species is more complex due to the various transmission routes and factors involved, building on the previous question about modeling species.'}]",False,False,False,False,False,3,-1.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,888.0,887.0,2021_09_30_MZT_S2_B1,Avery Strait,"I was just going to say as far I mean interaction though, I think when you're modeling like for well just my example, uh brucelosis like a boarded calf. So that's not necessarily direct transmission, but it's directly related to where they are geostationally and the opportunity for contact between domestic animals and other wildlife animals in the spread across the area.","{'provide supporting evidence': 'Avery provides an example of brucelosis and aborted calf to support the idea of interaction being important in modeling disease spread, building on the discussion about movement and disease.', 'expand on existing idea': 'Avery expands on the idea of interaction by providing an example of brucelosis and aborted calf, highlighting how it relates to the location and contact between domestic and wild animals, which builds on the previous discussion about contact patterns and movement.', 'explain or define term or concept': ""Avery explains the concept of interaction in the context of modeling disease spread by giving the example of brucelosis and aborted calf, clarifying that it's not necessarily direct transmission but related to location and contact.""}",False,False,False,False,False,3,1.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,890.0,887.0,2021_09_30_MZT_S2_B1,Lauren Charles,"I think in a point, okay, sorry. No, I I was looking at you. I was like, is she going to go? Here you go. Go ahead.","[{'encourage participation': 'Lauren encourages another person to speak, indicating she was waiting for them to contribute to the discussion.'}]",False,False,False,True,True,3,3.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,895.0,887.0,2021_09_30_MZT_S2_B1,Avery Strait,"Okay. Uh I was just going to say one thing that we didn't really talk about was the interaction with humans with the wildlife or livestock. I mean, we we like to focus on focus on the animals, but I know a lot of the time like these animals have very close contact with humans, whether it's the people working the animals or the people breeding the animals for, you know, or doing testing, TB testing. I mean, there's thousands of thousands of animals um and people who are working them on a daily basis. And then wildlife, I'd be concerned with hunters, um hunters interaction with animals, possibilities for disease transmission. I know like brucellosis case, there was a hunter who made cut his hand while he was field dressing the deer and so I think there's a lot of different interaction points to take into consideration. That's all.","{'present new idea': ""The speaker introduces the idea of considering the interaction between humans and wildlife/livestock, which hasn't been explicitly discussed yet."", 'expand on existing idea': 'The speaker expands on the idea of animal interactions by providing specific examples of human-animal contact, such as people working with animals, hunters interacting with wildlife, and a brucellosis case involving a hunter.', 'provide supporting evidence': 'The speaker provides a specific example of a brucellosis case where a hunter contracted the disease while field dressing a deer, supporting the idea that human-animal interactions are important to consider for disease transmission.'}",False,False,False,True,True,3,8.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,899.0,887.0,2021_09_30_MZT_S2_B1,Kezia Manlove,This is a world where we would get to collar livestock?,"{'present new idea': ""Kezia is presenting a novel idea of collaring livestock, which hasn't been explicitly discussed in the conversation so far, as a way to address the spillover potential through food stock chains.""}",False,False,False,False,False,3,12.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,904.0,887.0,2021_09_30_MZT_S2_B1,Andrew Feig,Well they are traced.,"{'expand on existing idea': ""Andrew is expanding on Kezia's question about whether we would get to collar livestock, by stating that they are already traced, building on the idea of tracking animals.""}",False,False,False,False,False,3,17.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,905.0,887.0,2021_09_30_MZT_S2_B1,Avery Strait,Yeah. official IDs through a microchip and a reader and a tracker system.,"{'expand on existing idea': ""Avery is expanding on Andrew's point about the importance of livestock in disease transmission by mentioning that livestock are already traced using official IDs, microchips, readers, and tracker systems, building on the idea of focusing on domesticated animals.""}",False,False,False,False,False,3,18.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,1122.0,1138.0,2021_09_30_MZT_S2_B2,Avery Strait,"And I think we don't like look specifically at their interaction within the pen. We're just assuming that if they're in the same pen, they've all interacted.","[{'explain or define term or concept': ""Avery is explaining the common assumption made when tracking livestock, which is that animals in the same pen are assumed to have interacted, even if their specific interactions aren't observed.""}]",False,False,False,True,True,3,-16.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,1132.0,1138.0,2021_09_30_MZT_S2_B2,Lauren Charles,Right.,"[{'express agreement': ""Lauren agrees with Kezia's question about whether mixing dynamics on farms are well-documented, continuing the discussion about livestock and disease transmission.""}]",False,False,False,False,False,3,-6.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,1133.0,1138.0,2021_09_30_MZT_S2_B2,Lauren Charles,"But I I think there is a higher arcal structure to um, you know, the cattle behavior and some may have more.","{'expand on existing idea': 'Lauren is expanding on the discussion about cattle behavior and contact patterns within pens, suggesting a hierarchical structure to their interactions, building on the previous discussion about tracking movement within a ranch.'}",False,False,False,False,False,3,-5.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,1138.0,1138.0,2021_09_30_MZT_S2_B2,Liliana Salvador,"Bethany, could you describe a little bit about the blood meal work? How much do you need to be able to identify species?","[{'ask clarifying question': 'Liliana is asking Bethany to elaborate on the blood meal work, specifically how much is needed to identify species, seeking more information on a previously mentioned topic.'}]",False,False,False,False,False,3,0.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,1149.0,1138.0,2021_09_30_MZT_S2_B2,Liliana Salvador,Host species.,"{'explain or define term or concept': 'Liliana is clarifying that she is asking about identifying the host species from the blood meal work that Bethany does, after previously asking Bethany to describe the blood meal work.'}",False,False,False,False,False,3,11.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,1149.0,1138.0,2021_09_30_MZT_S2_B2,Bethany McGregor,"Yeah, so I typically work on things biting midges, they're also known as noums because these are exceptionally tiny insects. And if I have one of those noums that has a full blood meal, I can take that and I can identify what species it fed on. So it's very small amounts of blood that are necessary to do an ID. As long as it's a good quality blood meal, if it's partially digested already then you're probably not going to get a good match, but um, I've done thousands of them and you you get very high quality matches.","[{'explain or define term or concept': ""Bethany is explaining her work with biting midges and how she identifies host species from their blood meals, clarifying the process in response to Liliana's question.""}]",False,False,False,False,False,3,11.0
2021_09_30_MZT_S2,2021_09_30_MZT_S2,1151.0,1138.0,2021_09_30_MZT_S2_B2,Daniel Becker,"Yeah, yeah.","[{'express agreement': ""Daniel agrees with Kezia's point about the critical information gap regarding movement and disease, as she discussed the limitations of current data and the need for better understanding of contact patterns and host internal states.""}]",False,False,False,False,False,3,13.0
2021_09_30_MZT_S3,2021_09_30_MZT_S3,833.0,850.0,2021_09_30_MZT_S3_B1,Wilfred van der Donk UIUC/HHMI,So they're going to be closing the rooms.,[{'None': 'No code applies to this utterance.'}],False,False,False,False,False,3,-17.0
2021_09_30_MZT_S3,2021_09_30_MZT_S3,837.0,850.0,2021_09_30_MZT_S3_B1,Peter Dorhout,So this is this has been a wonderful conversation for.,{'express enthusiasm': 'The speaker expresses enthusiasm for the conversation that has taken place.'},False,False,False,False,False,3,-13.0
2021_09_30_MZT_S3,2021_09_30_MZT_S3,839.0,850.0,2021_09_30_MZT_S3_B1,Gisselle Medina,Uh I think uh there is some evidence of the use of um the ubiquitin pathway. Um so activate certain ubiquitination events that will actually um I guess in a very targeted fashion. I know that there is some work related to that because you don't want to degrade everything either that the cell has.,"{'expand on existing idea': ""Gisselle expands on Wilfred's idea of disregulating something in the pathogen such that it starts killing itself by mentioning the ubiquitin pathway as a potential mechanism."", 'provide supporting evidence': 'Gisselle mentions that there is some evidence of the use of the ubiquitin pathway, providing support for its potential as a mechanism to disregulate pathogens.', 'explain or define term or concept': 'Gisselle explains that activating certain ubiquitination events can lead to targeted degradation, clarifying the concept of using the ubiquitin pathway to target pathogens.'}",False,False,False,False,False,3,-11.0
2021_09_30_MZT_S3,2021_09_30_MZT_S3,839.0,850.0,2021_09_30_MZT_S3_B1,Angad Mehta,Yes.,{'express agreement': 'The speaker explicitly agrees with a prior statement.'},False,False,False,True,True,3,-11.0
2021_09_30_MZT_S3,2021_09_30_MZT_S3,840.0,850.0,2021_09_30_MZT_S3_B1,Wilfred van der Donk UIUC/HHMI,can also do uh if if possible to see if we can combine certain points or if there are points that perhaps uh we don't believe are as pressing as others.,"{'propose decision': {'Explanation': 'Wilfred suggests combining certain points or prioritizing them, which is a concrete choice for the group to make regarding the summary.'}}",False,False,False,False,False,3,-10.0
2021_09_30_MZT_S3,2021_09_30_MZT_S3,845.0,850.0,2021_09_30_MZT_S3_B1,Angad Mehta,"Uh William, I had a question for you. Uh hi and maybe I I don't know whether I understood it completely uh but uh as I understand uh what you were mentioning was if one develops inhibitors for certain essential enzymes.","[{'ask clarifying question': ""Angad is asking William a question to confirm his understanding of William's previous statement about developing inhibitors for essential enzymes.""}]",False,False,False,False,False,3,-5.0
2021_09_30_MZT_S3,2021_09_30_MZT_S3,850.0,850.0,2021_09_30_MZT_S3_B1,Wilfred van der Donk UIUC/HHMI,Uh smaller font of course does mean that some people that are on laptops might have a hard time reading things.,"{'explain or define term or concept': 'Wilfred is explaining the implication of using a smaller font size on the shared screen, which is that it might be difficult for people on laptops to read.'}",False,False,False,False,False,3,0.0
2021_09_30_MZT_S3,2021_09_30_MZT_S3,862.0,850.0,2021_09_30_MZT_S3_B1,Peter Dorhout,"So I'd like to go back to uh a couple of things that Dr. Schultz and Dr. Huet had shared earlier particularly around um cast nine and CRISPR, some of these technologies.","{'expand on existing idea': 'Peter Dorhout refers back to the discussion about CRISPR and Cas9 technologies that Dr. Schultz and Dr. Huet mentioned earlier in the conversation, indicating he wants to build upon those ideas.'}",False,False,False,False,False,3,12.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,687.0,695.0,2021_09_30_MZT_S4_B1,Curt Horvath,You see that as uh like a triage mechanism to get early information that could be followed up on.,"{'explain or define term or concept': ""Curt is clarifying the concept of using host-based sensors as a 'triage mechanism,' which means using them to get early information that can be followed up on with further testing, building on the prior discussion about host-based sensors and their potential for early detection.""}",False,False,False,False,False,3,-8.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,693.0,695.0,2021_09_30_MZT_S4_B1,Curt Horvath,"You know, and what what Paula just said, you know, recognizing that there's so many levels and scales of which to collect data that could could um you know, reveal patterns of environment, vector, pathogen transfer.","{'acknowledge contribution': {'Explanation': ""Curt acknowledges Paula's prior contribution, indicating he is recognizing her input on artificial intelligence to monitor populations.""}, 'expand on existing idea': {'Explanation': ""Curt builds upon Paula's idea by adding that there are many levels and scales of data collection that could reveal patterns of environment, vector, and pathogen transfer.""}}",False,False,False,False,False,3,-2.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,695.0,695.0,2021_09_30_MZT_S4_B1,Jenny Maloney,Right. Um.,"[{'acknowledge contribution': ""Jenny acknowledges Curt's summarization of the stepwise monitoring approach as a triage mechanism, but does not agree or expand on it.""}]",False,False,False,False,False,3,0.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,697.0,695.0,2021_09_30_MZT_S4_B1,Christoph Thaiss,I think this gets to a really important point which is that uh I I don't think we can assume universally that fever would be a good indication for uh for a new microbial variant. But it might be um I I guess what what Curtis is pointing towards is that uh that it we can only reliably say so in in an immuno compromised host. Um and then and then we can I I guess I I guess I I'm not sure how difficult this would be at large scale but then there would be an immuno compromised sentinel on on every farm.,"[{'reject idea': ""The speaker rejects the idea that fever is a good indication for a new microbial variant, disagreeing with Prashant's suggestion of using body temperature as a simple indicator."", 'expand on existing idea': ""The speaker expands on Curt's idea of using co-housing livestock with engineered strains, suggesting that fever might be a reliable indicator in an immunocompromised host.""}]",False,False,False,False,False,3,2.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,701.0,695.0,2021_09_30_MZT_S4_B1,Laurene Tetard,Yeah. Maybe we can say that the the the technology in remote sensing could um then helping to doing this triage or screening or something like that.,"{'expand on existing idea': 'Laurene is building upon the discussion of remote sensing and surveillance, suggesting that remote sensing technology could be used for triage or screening, which is an expansion of the current discussion about surveillance strategies.', 'propose decision': 'Laurene proposes that remote sensing technology could be used for triage or screening, suggesting a concrete action for the group to consider in their surveillance strategy.'}",False,False,False,False,False,3,6.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,711.0,695.0,2021_09_30_MZT_S4_B1,Curt Horvath,So this uh need to address the big data issue is really important as well.,"{'expand on existing idea': ""Curt's statement builds upon Jenny and Paola's discussion about the large amount of data generated from surveillance and monitoring, adding that addressing the big data issue is important."", 'express agreement': ""Curt's statement expresses agreement with the previous discussion about the challenges of handling large amounts of data, indicating that addressing the big data issue is important.""}",False,False,False,False,False,3,16.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,715.0,695.0,2021_09_30_MZT_S4_B1,Jenny Maloney,Mhm.,"[{'express agreement': ""Jenny is agreeing with Laurene's previous statement about the technology in remote sensing helping with triage or screening.""}]",False,False,False,False,False,3,20.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,929.0,942.0,2021_09_30_MZT_S4_B2,Curt Horvath,"Yeah, and I think you can fill it in real time.","{'express agreement': ""Curt agrees with Jenny's suggestion to share her screen and fill in the slide in real time, indicating his approval of her proposed action."", 'expand on existing idea': ""Curt builds on Jenny's idea of sharing the screen by adding that she can fill it in real time, which is an expansion of how they can collaborate on the slide.""}",False,False,False,False,False,3,-13.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,930.0,942.0,2021_09_30_MZT_S4_B2,Prashant Singh,Screening.,"[{'present new idea': ""Prashant is suggesting 'screening' as a new idea, likely in the context of the discussion about disease detection systems and infrastructure needs.""}]",False,False,False,False,False,3,-12.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,930.0,942.0,2021_09_30_MZT_S4_B2,Curt Horvath,Or prediction.,"{'expand on existing idea': ""Curt is adding to the previous discussion about the infrastructure and human resources needed to implement new technologies, specifically adding 'prediction' to the list of considerations.""}",False,False,False,False,False,3,-12.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,931.0,942.0,2021_09_30_MZT_S4_B2,Jenny Maloney,Oh.,"{'acknowledge contribution': 'The utterance ""Oh"" acknowledges the previous statement from Curt Horvath, indicating Jenny\'s understanding or recognition of his point about the time.'}",False,False,False,False,False,3,-11.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,931.0,942.0,2021_09_30_MZT_S4_B2,Jenny Maloney,Let's see.,"{'None': 'This utterance does not fit any of the codes in the codebook, as it is just a filler phrase.'}",True,False,False,False,True,3,-11.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,932.0,942.0,2021_09_30_MZT_S4_B2,Jenny Maloney,I say share screen.,"{'propose decision': 'Jenny is proposing the action of sharing her screen, which is a concrete choice for the group to make in order to view the slide.'}",False,False,False,False,False,3,-10.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,932.0,942.0,2021_09_30_MZT_S4_B2,Jenny Maloney,Screening.,"{'confirm decision': ""Jenny is confirming the decision to use 'screening' as a term, which was suggested by Prashant and Curt in the immediately preceding utterances.""}",False,False,False,False,False,3,-10.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,933.0,942.0,2021_09_30_MZT_S4_B2,Efrem Lim,"So the ideal system is that the sentinel system is representative of the human host. That's what we're afraid of is not it. And then the readout is that so there is infection, exposure to that and then something in that system tells you there has been a microbial exposure.","{'expand on existing idea': 'The utterance builds upon the previously discussed idea of a sentinel surveillance system, adding details about its ideal characteristics.', 'provide supporting evidence': ""The utterance provides reasoning to strengthen the idea of a sentinel system by stating that the ideal system should be representative of the human host because that's what we're afraid of."", 'explain or define term or concept': 'The utterance explains the concept of an ideal sentinel system, specifying that it should be representative of the human host and provide a readout indicating microbial exposure.'}",False,False,False,False,False,3,-9.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,935.0,942.0,2021_09_30_MZT_S4_B2,Jenny Maloney,"Yeah, so um so what I was going to say is at this point we're not actually on a single slide and I don't know what the I see someone is shrinking the text, which is helpful. But um, I guess I was going to say if we could everybody just take one second to kind of read through and and think like.","[{'acknowledge contribution': 'Jenny acknowledges that someone is shrinking the text on the slide, which is helpful, recognizing their input.'}, {'encourage participation': 'Jenny encourages everyone to take a second to read through and think, inviting participation from the group.'}]",False,False,False,False,False,3,-7.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,940.0,942.0,2021_09_30_MZT_S4_B2,Jenny Maloney,So just in the note taking I just want so the point I mean the point that maybe the big point here being like in terms of surveillance thinking about what are the kinds of surveillance we might most be might be the most important um sort of animals or um environmental samples to be focused on is that kind of where you were going with,"{'expand on existing idea': ""Jenny is building on Claudia's previous points about surveillance and the importance of focusing on specific animals and environmental samples, adding to the discussion by summarizing the main point."", 'ask clarifying question': ""Jenny is asking Claudia to confirm if her summary accurately reflects Claudia's intended point regarding the focus of surveillance efforts.""}",False,False,False,False,False,3,-2.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,941.0,942.0,2021_09_30_MZT_S4_B2,Jenny Maloney,And then,"[{'None': 'This utterance is incomplete and does not express any specific idea, suggestion, or question.'}]",False,False,False,False,False,3,-1.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,941.0,942.0,2021_09_30_MZT_S4_B2,Jenny Maloney,Can you see the slide?,"{'ask clarifying question': 'Jenny is asking a question to confirm if the others can see the slide she is sharing, which is a request for confirmation.'}",False,True,False,False,True,3,-1.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,943.0,942.0,2021_09_30_MZT_S4_B2,Laurene Tetard,Yes.,"{'express agreement': 'Laurene agrees with the previous statement, which was Jenny asking if everyone can see the slide.'}",False,False,False,True,True,3,1.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,943.0,942.0,2021_09_30_MZT_S4_B2,Paola Boggiatto,Yes.,"{'express agreement': ""Paola explicitly agrees with a prior statement, as indicated by her saying 'Yes'.""}",False,False,False,True,True,3,1.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,943.0,942.0,2021_09_30_MZT_S4_B2,Jenny Maloney,"Yes. Okay, so","{'express agreement': ""Jenny says 'Yes' to confirm that the participants can see the slide she is sharing.""}",False,False,False,True,True,3,1.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,944.0,942.0,2021_09_30_MZT_S4_B2,Jenny Maloney,"Um, I can put in people's names really quickly. Can somebody read them off to me because I can't I can only see the slide I'm looking at.","[{'assign task': 'Jenny is assigning the task of reading off the names of the people to someone else because she cannot see them while sharing her screen.'}, {'encourage participation': 'Jenny is asking for someone to read the names off to her, encouraging someone to participate in the task.'}]",False,True,False,False,True,3,2.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,954.0,942.0,2021_09_30_MZT_S4_B2,Laurene Tetard,So for.,"[{'None': 'This utterance is incomplete and does not express a complete thought or idea, so no code applies.'}]",False,False,False,False,False,3,12.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,955.0,942.0,2021_09_30_MZT_S4_B2,Laurene Tetard,"So for machine learning and AI, um should we say that because it's not just to monitor population, it will be also to.","[{'expand on existing idea': 'Laurene is building upon the previous discussion about machine learning and AI, suggesting an additional application beyond just monitoring populations, expanding the scope of its use.'}]",False,False,False,False,False,3,13.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,962.0,942.0,2021_09_30_MZT_S4_B2,Laurene Tetard,Oh.,"[{'acknowledge contribution': ""Laurene is acknowledging Jenny's summarization of the discussion points, without necessarily agreeing or expanding on them.""}]",False,False,False,False,False,3,20.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,962.0,942.0,2021_09_30_MZT_S4_B2,Jenny Maloney,Right.,"[{'express agreement': ""Jenny is agreeing with Laurene's previous statement about the need to consider the material being tested (airborne, blood, etc.) for universality.""}]",False,False,False,False,False,3,20.0
2021_09_30_MZT_S4,2021_09_30_MZT_S4,962.0,942.0,2021_09_30_MZT_S4_B2,Jenny Maloney,So.,[{'None': 'None'}],False,False,False,False,False,3,20.0
2021_09_30_MZT_S5,2021_09_30_MZT_S5,685.0,697.0,2021_09_30_MZT_S5_B1,Matt Erdman,"So you know, I heard that clear, so I would offer that as something that I heard repeated multiple times throughout the discussion. That was a good point to share. Others?","[{'acknowledge contribution': ""Matt acknowledges that the gaps in data sets were a good point to share, recognizing the contribution of the group's discussion."", 'encourage participation': ""Matt asks 'Others?' to invite further contributions from the group, encouraging participation.""}]",False,False,False,False,False,3,-12.0
2021_09_30_MZT_S5,2021_09_30_MZT_S5,695.0,697.0,2021_09_30_MZT_S5_B1,Maria Fernandez,"I guess there you can I add the the time variable of like lags uh because that's basically what it is. If we're thinking about something that it's persistent in the environment for whatever reason, um it's going to be a matter of time. Like the the time the the potential window of exposure kind of increases or it's lagged. Um so we can incorporate that into the transmission chain.","[{'expand on existing idea': ""Pilar is expanding on the discussion of indirect modes of transmission by adding the time variable of lags, building on Matt's question about intervention possibilities for indirect modes of transmission like foodborne or vector-borne diseases.""}, {'explain or define term or concept': 'Pilar explains that the time variable of lags is basically the potential window of exposure increasing or being lagged, clarifying the concept in the context of indirect transmission.'}]",False,False,False,False,False,3,-2.0
2021_09_30_MZT_S5,2021_09_30_MZT_S5,699.0,697.0,2021_09_30_MZT_S5_B1,Joyce Jose,Yeah.,"{'express agreement': ""Joyce agrees with Pilar's explanation of dead-end hosts and their contribution to onward transmission in the previous utterance.""}",False,False,False,False,False,3,2.0
2021_09_30_MZT_S5,2021_09_30_MZT_S5,700.0,697.0,2021_09_30_MZT_S5_B1,Matthew Hopken,an example of that is um.,"{'provide supporting evidence': 'Matt Hopken is about to provide an example, which will serve as supporting evidence for the discussion about transmission chains and host susceptibility.'}",False,False,False,False,False,3,3.0
2021_09_30_MZT_S5,2021_09_30_MZT_S5,700.0,697.0,2021_09_30_MZT_S5_B1,Nicole Eikmeier,"Something I heard was um what does what does the solution look like in an ideal world? Like conservation and stopping deforestation, but we're not in that world. So then how can we get develop cheap technology, whether it's tests for humans or animals or um in in on on site where we think there's risk.","[{'present new idea': 'The speaker introduces the idea of developing cheap technology for testing humans or animals on-site in high-risk areas, which is a novel suggestion for addressing the problem of disease transmission.'}, {'expand on existing idea': 'The speaker is expanding on the previous discussion about conservation and stopping deforestation by suggesting a practical solution of developing cheap technology for testing in high-risk areas.'}]",False,False,False,True,True,3,3.0
2021_09_30_MZT_S5,2021_09_30_MZT_S5,702.0,697.0,2021_09_30_MZT_S5_B1,Matthew Hopken,"I'm just working on that happened to be working with rabies. And so like a horse gets infected with rabies, but a horse is not going to transmit it. And so the virus at that point virus population goes extinct in that host.","{'provide supporting evidence': 'The speaker provides an example of rabies in horses to support the idea of a dead-end host, which was previously discussed by Pilar and Joyce.', 'explain or define term or concept': 'The speaker explains the concept of a dead-end host by providing an example of how a horse infected with rabies does not transmit the virus, leading to the virus population going extinct in that host.'}",False,False,False,False,False,3,5.0
